appversion,devicetype,mobile_brand,mobile_model,systemversion,mobile_brand,devicename,lable,pageno,eventtype,prepageno,session_id,applaunchtime,session_starttime,page_starttime,page_endtime,page_duration,actiontime,time,href,entries
8.10,iOS,iPhone,iPhone 12,14.3,iPhone,iPhone,CH5005,P03L,按钮点击,P03H,cba80bc9a200df968414ea39ad685d4a,1647390867611,1647398367000,4070880000000,4070880000000,0,1647398561000,1647398536638,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12,15.1,iPhone,哐花乐乐,CH5005,P02w,按钮点击,P70,2deb27cea5e0b2987065d04a864086e6,1647390418098,1647390419000,4070880000000,4070880000000,0,1647390435000,1647390431481,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""705.000""}]"
8.10,iOS,iPhone,iPhone 12,15.1.1,iPhone,芜湖宁的iPhone,CH5005,P01764,按钮点击,P6304,037fafd50724eefcdb5d6905c94a3558,1647398030511,1647398031000,4070880000000,4070880000000,0,1647398040000,1647333035622,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""157.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.3.1,iPhone,iPhone ,CH5005,P00903,按钮点击,P6304,f499dc7bef125a5abe053611e8bf99d4,1647384613012,1647384614000,4070880000000,4070880000000,0,1647384641000,1647384637910,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""382.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.3.1,iPhone,iPhone ,CH5005,P01764,按钮点击,P6304,ee897a5381c23e5867100ab0d2b7fc8b,1647397570432,1647398793000,4070880000000,4070880000000,0,1647398798000,1647384641713,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""166.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11 Pro Max,15.4,iPhone,iPhone 11 pro Max,CH5005,P00903,按钮点击,P6304,62ef2a53843f52358bf7fbc6dd44c01f,1647387307998,1647387309000,4070880000000,4070880000000,0,1647387327000,1647387323215,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""554.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11 Pro Max,15.4,iPhone,iPhone 11 pro Max,CH5005,P00903,按钮点击,P6304,f885407968c6ed9692a7c955e9e27c65,1647387307998,1647387492000,4070880000000,4070880000000,0,1647387521000,1647387326888,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""288.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11 Pro Max,15.4,iPhone,iPhone 11 pro Max,CH5005,P00903,按钮点击,P6304,150fb57bc9bec318d3fc9816cdbffe92,1647396227497,1647396229000,4070880000000,4070880000000,0,1647396232000,1647387521299,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""133.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11 Pro Max,15.4,iPhone,iPhone 11 pro Max,CH5005,P00903,按钮点击,P6304,150fb57bc9bec318d3fc9816cdbffe92,1647396227497,1647396229000,4070880000000,4070880000000,0,1647396236000,1647396232177,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""265.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11 Pro Max,15.4,iPhone,iPhone 11 pro Max,CH5005,P01764,按钮点击,P6304,c590037fa04733c9277e4ca1cd688b3c,1647410806832,1647410954000,4070880000000,4070880000000,0,1647410974000,1647396236181,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""238.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12 Pro,14.1,iPhone,iPhone (3),CH5005,P0070037001,按钮点击,P00C,6a3156fe867eea91163442be4038e7b3,1647402827043,1647406605000,4070880000000,4070880000000,0,1647406705000,1647406679830,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 6s Plus,13.6.1,iPhone,iPhone,CH5005,P00903,按钮点击,P6304,2418c4300acc330eb098f157149d41c0,1647361551079,1647361554000,4070880000000,4070880000000,0,1647361617000,1647167790135,mockUrl/anniversary.html#/anniversary,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 6s Plus,13.6.1,iPhone,iPhone,CH5005,P00903,按钮点击,P6304,2418c4300acc330eb098f157149d41c0,1647361551079,1647361554000,4070880000000,4070880000000,0,1647361633000,1647361617596,mockUrl/anniversary.html#/anniversary,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12,15.2,iPhone,谢伶俐的12,CH5005,P00903,按钮点击,P6304,f6081d37e1b83dd55f820377b68b5d8b,1647416592840,1647416594000,4070880000000,4070880000000,0,1647416601000,1647398324201,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""407.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12,15.2,iPhone,谢伶俐的12,CH5005,P00903,按钮点击,P6304,f6081d37e1b83dd55f820377b68b5d8b,1647416592840,1647416594000,4070880000000,4070880000000,0,1647416605000,1647416601245,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""129.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12,15.2,iPhone,谢伶俐的12,CH5005,P00903,按钮点击,P6304,f58e96acf5ea845d841c71f2d2d7ee41,1647416592840,1647444363000,4070880000000,4070880000000,0,1647444388000,1647416604924,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""131.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12,15.2,iPhone,谢伶俐的12,CH5005,P00903,按钮点击,P6304,f58e96acf5ea845d841c71f2d2d7ee41,1647416592840,1647444363000,4070880000000,4070880000000,0,1647444391000,1647444388624,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""132.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12,15.2,iPhone,谢伶俐的12,CH5005,P00903,按钮点击,P6304,f58e96acf5ea845d841c71f2d2d7ee41,1647416592840,1647444363000,4070880000000,4070880000000,0,1647444398000,1647444391721,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""189.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12,15.2,iPhone,谢伶俐的12,CH5005,P01764,按钮点击,P6304,45fc1076389d016ec40e7d4ed18fee52,1647416592840,1647444492000,4070880000000,4070880000000,0,1647444500000,1647444398673,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""92.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11,15.3.1,iPhone,费才华的iPhone,CH5005,P01764,按钮点击,P6304,0d9e8bda7e8a62216c6a45c67f621789,1647387007615,1647387008000,4070880000000,4070880000000,0,1647387014000,1647325928201,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""207.000""}]"
7.17,iOS,iPhone,"iPhone14,5",15.3.1,iPhone,iPhone 13,CH5005,P05047,按钮点击,P6072,60685e3bf96b31d630cb15d3081fa41b,1647416281648,1647419976000,4070880000000,4070880000000,0,1647419978000,1647249501146,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""96.000""}]"
8.10,iOS,iPhone,iPhone 13,15.3.1,iPhone,iPhone,CH5005,P01764,按钮点击,P6304,8d8571119fd30edc3b77a3606569cc62,1647386138343,1647386263000,4070880000000,4070880000000,0,1647386390000,1647386349130,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""311.000""}]"
8.08,Android,HUAWEI,JER-AN20,Android 10,HUAWEI,nova 7 Pro 5G,CH5005,P01764,按钮点击,P6304,e809cb65112ed767a8ff95b2c3c83357,1647401441869,1647401442000,4070880000000,4070880000000,0,1647401450000,1647383793332,mockUrl/eScore.html#/index,"[{""FCP"":""1634.900""},{""TTFB"":""2.200""},{""LCP"":""2496.899""},{""FID"":""48.500""},{""CLS"":""0.015""},{""CLS"":""0.063""}]"
8.08,Android,HUAWEI,SPN-AL00,Android 10,HUAWEI,nova 5i Pro,CH5005,P00904,按钮点击,P6304,7370d4a5c59921eac0822cfcee4471e4,1647411202922,1647414818000,4070880000000,4070880000000,0,1647414899000,1647414831589,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""656.300""},{""TTFB"":""2.000""},{""LCP"":""1071.500""},{""FID"":""119.600""},{""CLS"":""0.000""}]"
8.08,Android,HUAWEI,SPN-AL00,Android 10,HUAWEI,nova 5i Pro,CH5005,P00903,按钮点击,P6304,7370d4a5c59921eac0822cfcee4471e4,1647411202922,1647414818000,4070880000000,4070880000000,0,1647414929000,1647414899158,mockUrl/anniversary.html#/report,"[{""FCP"":""325.400""},{""TTFB"":""12.800""},{""LCP"":""577.999""},{""FID"":""165.200""},{""CLS"":""0.000""}]"
8.07,Android,vivo,vivo X9s,Android 8.1.0,vivo,vivo X9s,CH5005,P01764,按钮点击,P6304,2e13f390f165d400b1abd5fbae893665,1647439839287,1647442976000,4070880000000,4070880000000,0,1647445570000,1647442754892,mockUrl/eScore.html#/index,"[{""TTFB"":""62.335""}]"
7.17,Android,Redmi,M2007J22C,Android 10,Redmi,2585219046的Redmi Note 9,CH5005,P00172,按钮点击,P6304,ff7e6947450f2c6758ed8b5ae76d20b2,1647433300442,1647433301000,4070880000000,4070880000000,0,1647433361000,1647394831068,mockUrl/eScore.html#/index,"[{""FCP"":""307.600""},{""TTFB"":""1.900""},{""LCP"":""720.600""}]"
7.17,Android,HUAWEI,MHA-AL00,Android 9,HUAWEI,HUAWEI Mate 9,CH5005,P607203,按钮点击,P6072,0670fc5a2d40f1ad3df1a944e1004a19,1647429755170,1647429755000,4070880000000,4070880000000,0,1647430217000,1647430019728,mockUrl/eScore.html#/index,"[{""FCP"":""2690.600""},{""TTFB"":""3.100""},{""LCP"":""3887.200""},{""CLS"":""0.083""}]"
7.18,Android,OPPO,PCLM10,Android 10,OPPO,OPPO Reno Ace,CH5005,P00172,按钮点击,P6304,298589a57e0d03e043f23283e1c7bca3,1647400369136,1647400369000,4070880000000,4070880000000,0,1647400391000,1647135328709,mockUrl/eScore.html#/index,"[{""FCP"":""274.600""},{""TTFB"":""1.800""},{""LCP"":""704.900""},{""FID"":""35.600""},{""CLS"":""0.017""}]"
7.17,Android,HUAWEI,MHA-AL00,Android 9,HUAWEI,HUAWEI Mate 9,CH5005,P00172,按钮点击,P6304,54caf19f4d442755c4c71aca60261bd0,1647413897728,1647413898000,4070880000000,4070880000000,0,1647413919000,1647149594222,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""239.500""},{""TTFB"":""14.900""},{""LCP"":""567.700""},{""FID"":""8.900""},{""CLS"":""0.002""}]"
7.17,Android,HUAWEI,JEF-AN00,Android 10,HUAWEI,nova 7 5G,CH5005,P00903,按钮点击,P6304,f05d407cd5910ebd105ea1ec8b2725ef,1647401567661,1647401568000,4070880000000,4070880000000,0,1647401654000,1647401649457,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""507.600""},{""TTFB"":""2.100""},{""CLS"":""0.000""},{""LCP"":""787.300""}]"
8.10,iOS,iPhone,iPhone 13,15.3.1,iPhone,iPhone (3),CH5005,P00577,按钮点击,P606202,bd9722dd0f60c54485f38701285783ff,1647371891170,1647379208000,4070880000000,4070880000000,0,1647379386000,1647379380861,mockUrl/eScore.html#/index,"[{""FCP"":""204.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11,14.1,iPhone,iPhone (5),CH5005,P00355,按钮点击,P6304,6a92ff9b7bb898e81c6299ee6b4822b0,1647391489354,1647391490000,4070880000000,4070880000000,0,1647391503000,1647298845131,mockUrl/anniversary.html#/anniversary,"[{""TTFB"":""0.000""}]"
8.08,Android,HUAWEI,LIO-AN00,Android 10,HUAWEI,00202107031646591167794767661253,CH5005,P01764,按钮点击,P6304,ecb36db35fcd0e0bb10b08a31cc4cd12,1647400356879,1647400357000,4070880000000,4070880000000,0,1647400444000,1647400432475,mockUrl/eScore.html#/index,"[{""FCP"":""372.900""},{""TTFB"":""1.500""},{""LCP"":""1313.799""},{""FID"":""108.600""},{""CLS"":""0.108""}]"
8.10,iOS,iPhone,iPhone 5s ,12.5.5,iPhone,iPhone,CH5005,P01764,按钮点击,P6304,42ba6b04486def95026d14731f42fcfd,1647424760214,1647425589000,4070880000000,4070880000000,0,1647425763000,1647424918076,mockUrl/eScore.html#/index,
8.10,iOS,iPhone,iPhone 8 Plus,14.4.1,iPhone,iPhone,CH5005,P01764,按钮点击,P6304,ddbe3a5b84c8111c458e37401bec2779,1647404502684,1647408969000,4070880000000,4070880000000,0,1647408975000,1647339742338,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.07,Android,HONOR,HRY-AL00T,Android 10,HONOR,HONOR 20i,CH5005,P00903,按钮点击,P6304,e81f77a17d08803c32e903e8e9076071,1647419701793,1647420358000,4070880000000,4070880000000,0,1647420489000,1647420471712,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""1380.900""},{""TTFB"":""3.100""},{""CLS"":""0.000""},{""LCP"":""1867.200""}]"
8.07,Android,HONOR,HRY-AL00T,Android 10,HONOR,HONOR 20i,CH5005,P00903,按钮点击,P6304,e81f77a17d08803c32e903e8e9076071,1647419701793,1647420358000,4070880000000,4070880000000,0,1647420494000,1647420488748,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""426.700""},{""TTFB"":""20.500""}]"
8.07,Android,HONOR,HRY-AL00T,Android 10,HONOR,HONOR 20i,CH5005,P00903,按钮点击,P6304,e81f77a17d08803c32e903e8e9076071,1647419701793,1647420358000,4070880000000,4070880000000,0,1647420500000,1647420494358,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""685.500""},{""TTFB"":""3.500""},{""CLS"":""0.001""},{""LCP"":""908.500""}]"
8.08,Android,HONOR,LRA-AL00,Android 9,HONOR,HONOR 20 Lite,CH5005,P02w,按钮点击,P70,979b31380d194e5b1737caa2559b7fcb,1647392330383,1647392332000,4070880000000,4070880000000,0,1647393109000,1647393032977,mockUrl/eScore.html#/index,"[{""TTFB"":""2.900""}]"
8.10,iOS,iPhone,iPhone 13 Pro,15.3.1,iPhone,iPhone (4),CH5005,P01764,按钮点击,P6304,6dff8ebee1eefe56e95711bd62e1a719,1647348170877,1647385023000,4070880000000,4070880000000,0,1647385112000,1647348203708,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""144.000""}]"
8.10,iOS,iPhone,iPhone 13 Pro Max,15.1.1,iPhone,陈美芬的iPhone,CH5005,P01764,按钮点击,P6304,9ea48a55fa63fb46404dded6eb218641,1647415877976,1647428549000,4070880000000,4070880000000,0,1647428641000,1647394016730,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""209.000""}]"
8.10,iOS,iPhone,iPhone 11,15.3.1,iPhone,iPhone (4),CH5005,P01764,按钮点击,P6304,fbaf2259f3dc6637b2e40059bbe1cd5d,1647399908154,1647401112000,4070880000000,4070880000000,0,1647401203000,1647396529206,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""800.000""}]"
8.10,iOS,iPhone,iPhone 11,15.4,iPhone,iPhone,CH5005,P01764,按钮点击,P6304,4bdd082d5639d4c6bf14f4385f314ef6,1647399856050,1647399859000,4070880000000,4070880000000,0,1647399868000,1647307850521,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""251.000""}]"
8.10,iOS,iPhone,iPhone 12 Pro Max,15.4,iPhone,王伟的iPhone,CH5005,P01764,按钮点击,P6304,b8df31d538c6b771a83d9c7c7bdfb96e,1647403695864,1647403697000,4070880000000,4070880000000,0,1647403722000,1647342341801,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""145.000""}]"
8.10,iOS,iPhone,iPhone 12,15.3.1,iPhone,iPhone 12,CH5005,P01764,按钮点击,P6304,9f6cc28ec3c586af516681aef67c8469,1647404791755,1647411182000,4070880000000,4070880000000,0,1647411192000,1647404376718,mockUrl/eScore.html#/index,"[{""FCP"":""414.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 8 Plus,15.3.1,iPhone,iPhone (5),CH5005,P0070037001,按钮点击,P00C,794cd8c8e0214a3fda5c87d34762ec86,1647401260603,1647403350000,4070880000000,4070880000000,0,1647403982000,1647403933355,mockUrl/eScore.html#/index,"[{""FCP"":""847.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.0.2,iPhone,盛亮的 iPhone,CH5005,P00903,按钮点击,P6304,0d74d3b502deec7a604e45033f7f9092,1647387342178,1647387343000,4070880000000,4070880000000,0,1647387380000,1647387376238,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""225.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.0.2,iPhone,盛亮的 iPhone,CH5005,P00903,按钮点击,P6304,d49d01c505eab42dd0ed69cc3d941e01,1647415743446,1647415744000,4070880000000,4070880000000,0,1647415904000,1647387380047,mockUrl/anniversary.html#/anniversary,"[{""TTFB"":""0.000""},{""FCP"":""228.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.0.2,iPhone,盛亮的 iPhone,CH5005,P00903,按钮点击,P6304,d49d01c505eab42dd0ed69cc3d941e01,1647415743446,1647415744000,4070880000000,4070880000000,0,1647415908000,1647415904356,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""286.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.0.2,iPhone,盛亮的 iPhone,CH5005,P01764,按钮点击,P6304,755ed9f94e07f4fd337fb80f9a560da1,1647418202829,1647418204000,4070880000000,4070880000000,0,1647418208000,1647415908560,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""297.000""},{""TTFB"":""0.000""}]"
7.175,Android,Xiaomi,M2102K1C,Android 12,Xiaomi,Mi 11 Ultra燕,CH5005,P607203,按钮点击,P6072,c9b3c5a5a73db2a87cab7ea65236fd4b,1647389295428,1647389296000,4070880000000,4070880000000,0,1647389338000,1647352605101,mockUrl/eScore.html#/index,"[{""FCP"":""552.900""},{""TTFB"":""2.700""}]"
8.10,iOS,iPhone,iPhone XR,15.3.1,iPhone,王明华iPhone,CH5005,P01764,按钮点击,P6304,462cb01d3547a4d16f1afc87531f39a8,1647385093847,1647391732000,4070880000000,4070880000000,0,1647391751000,1647303989665,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""181.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 7 Plus,15.1,iPhone,iPhone (3),CH5005,P0070037001,按钮点击,P00C,3f1d44c3d13dff4548cb4d9fd757dd40,1647396804840,1647399091000,4070880000000,4070880000000,0,1647399544000,1647399410020,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""3876.000""}]"
8.10,iOS,iPhone,iPhone 12 Pro,14.2,iPhone,iPhone晓玲,CH5005,P01764,按钮点击,P6304,8578bf7ec5ece05de7222a708df507c5,1647403803195,1647415776000,4070880000000,4070880000000,0,1647415802000,1647303985943,mockUrl/anniversary.html#/anniversary,"[{""TTFB"":""0.000""}]"
