appversion,devicetype,mobile_brand,mobile_model,systemversion,mobile_brand,devicename,lable,pageno,eventtype,prepageno,session_id,applaunchtime,session_starttime,page_starttime,page_endtime,page_duration,actiontime,time,href,entries
8.082,Android,vivo,V2073A,Android 11,vivo,iQOO Z3,CH5005,P02w,按钮点击,P70,8ea5ae69400b4eed88d379515e2cad37,1647428115216,1647466359000,4070880000000,4070880000000,0,1647466381000,1647466369726,mockUrl/eScore.html#/index,"[{""FCP"":""431.600""},{""TTFB"":""4.700""},{""CLS"":""0.000""},{""LCP"":""742.000""}]"
8.09,iOS,iPhone,iPhone 7 Plus,12.4.1,iPhone,朱其婧的 iPhone,CH5005,P02w,按钮点击,P70,b00e91cb6605e344d39ad7884c4af520,1647476203918,1647477931000,4070880000000,4070880000000,0,1647478424000,1647478330008,mockUrl/eScore.html#/index,
8.08,Android,HONOR,PCT-AL10,Android 10,HONOR,HONOR V20,CH5005,�,按钮点击,null,b5835fd58b610caecc2b15565bd8961b,1647487797048,1647487798000,4070880000000,4070880000000,0,1647488176000,1647488173706,mockUrl/eScore.html#/index,"[{""FCP"":""329.600""},{""TTFB"":""2.400""},{""LCP"":""1107.000""},{""FID"":""90.500""}]"
7.17,Android,HUAWEI,TAS-AN00,Android 10,HUAWEI,HUAWEI Mate 30 5G,CH5005,P6097,按钮点击,P6306,ceea756e59ab1b333bdfc78863229147,1647527172095,1647527172000,4070880000000,4070880000000,0,1647527438000,1647389968059,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""1308.000""},{""TTFB"":""214.800""},{""LCP"":""2620.900""},{""FID"":""159.600""},{""CLS"":""0.001""}]"
8.08,Android,HUAWEI,ELE-AL00,Android 10,HUAWEI,jessie21,CH5005,P6097,按钮点击,P6306,e38f62363ea923d92092088e67a004ab,1647488828079,1647488829000,4070880000000,4070880000000,0,1647488904000,1647325601315,mockUrl/eScore.html#/index,"[{""FCP"":""1101.600""},{""CLS"":""0.000""},{""LCP"":""1101.600""}]"
7.17,iOS,iPhone,"iPhone14,5",15.3.1,iPhone,史庆芳的iPhone,CH5005,P02w,按钮点击,P70,0c9c690a7efaa454e8091f3f8a7c9666,1647347830532,1647478295000,4070880000000,4070880000000,0,1647478325000,1647347843760,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""101.000""}]"
8.10,iOS,iPhone,iPhone XR,15.3.1,iPhone,iPhone,CH5005,P6097,按钮点击,P6306,83db42c142489a21e34a56dd2b940a49,1647479451180,1647479452000,4070880000000,4070880000000,0,1647479764000,1647326419263,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""215.000""}]"
8.10,iOS,iPhone,iPhone 11,15.4,iPhone,iPhone (2),CH5005,P02w,按钮点击,P70,193e017cd324480bc1af3811597731b3,1647479613878,1647479615000,4070880000000,4070880000000,0,1647479690000,1647479685753,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""673.000""}]"
8.10,iOS,iPhone,iPhone 6s Plus,13.6,iPhone,白云的iPhone,CH5005,P02w,按钮点击,P70,1ad578674f5f18456b3e9000cb49dd1b,1647507125520,1647507129000,4070880000000,4070880000000,0,1647507254000,1647507222440,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 13 Pro Max,15.3.1,iPhone,呱呱的iPhone,CH5005,P02w,按钮点击,P70,d365349cce2f9e16200f1a77f7b690ea,1647490049187,1647511455000,4070880000000,4070880000000,0,1647511494000,1647511492338,mockUrl/eScore.html#/index,"[{""FCP"":""457.000""},{""TTFB"":""0.000""}]"
8.08,Android,Xiaomi,MI 8,Android 10,Xiaomi,小米手机,CH5005,�,按钮点击,null,7e694d783db4e55714b47e6f7c3b5aa4,1647486074209,1647486075000,4070880000000,4070880000000,0,1647486090000,1647486087803,mockUrl/eScore.html#/index,"[{""FCP"":""138.700""},{""TTFB"":""7.000""},{""LCP"":""562.200""},{""FID"":""7.600""}]"
7.18,Android,HUAWEI,FRL-AN00a,Android 10,HUAWEI,华为畅享20 Plus 5G,CH5005,P02w,按钮点击,P70,d84b3f0a08846c426899561f0819a789,1647491650318,1647491651000,4070880000000,4070880000000,0,1647491716000,1647491710198,mockUrl/eScore.html#/index,"[{""FCP"":""929.100""},{""TTFB"":""1.900""},{""CLS"":""0.000""},{""LCP"":""1644.700""}]"
8.10,iOS,iPhone,iPhone 13,15.3.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,89c63b46ae66c6388a20a346bcac4bb4,1647507924913,1647507925000,4070880000000,4070880000000,0,1647507976000,1647507973555,mockUrl/eScore.html#/index,"[{""FCP"":""353.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12,15.3.1,iPhone,吴娜仁的iPhone,CH5005,P6097,按钮点击,P6306,3143400ab90367e8250de57b8b4e9c1d,1647470106652,1647470108000,4070880000000,4070880000000,0,1647470126000,1647415154454,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""1082.000""}]"
8.08,iOS,iPhone,iPhone 11,15.3.1,iPhone,焦国建的 iPhone,CH5005,P6097,按钮点击,P6306,a397bc4b9830c0817713aedf68a0a9df,1647476895464,1647491717000,4070880000000,4070880000000,0,1647491722000,1647491721631,mockUrl/eScore.html#/index,
8.08,iOS,iPhone,iPhone 13,15.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,79f467ba04f602372ea79411c0ae264b,1647478937079,1647478938000,4070880000000,4070880000000,0,1647479149000,1647479112050,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""213.000""}]"
8.10,iOS,iPhone,iPhone 11,14.0.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,a5576364e2dae50c856f5a546f0cbeb0,1647514001303,1647514002000,4070880000000,4070880000000,0,1647514014000,1647514011570,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11,14.0.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,a5576364e2dae50c856f5a546f0cbeb0,1647514001303,1647514002000,4070880000000,4070880000000,0,1647514294000,1647514014780,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 11,14.0.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,a5576364e2dae50c856f5a546f0cbeb0,1647514001303,1647514002000,4070880000000,4070880000000,0,1647514304000,1647514294410,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.3,iPhone,IG.life,CH5005,P02w,按钮点击,P70,f7d1583d51b48c26d30305a4109b9f06,1647479767633,1647479769000,4070880000000,4070880000000,0,1647479783000,1647479779240,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""353.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.3,iPhone,IG.life,CH5005,P02w,按钮点击,P70,f7d1583d51b48c26d30305a4109b9f06,1647479767633,1647479769000,4070880000000,4070880000000,0,1647479788000,1647479783508,mockUrl/eScore.html#/index,"[{""FCP"":""251.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 13,15.3.1,iPhone,iPhone (10),CH5005,P02w,按钮点击,P70,1b3cafd591d2be3cac18b1ea0f034e08,1647418242065,1647509389000,4070880000000,4070880000000,0,1647509398000,1647509394370,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""160.000""}]"
8.10,iOS,iPhone,iPhone 12,14.7,iPhone,iPhone (3),CH5005,P02w,按钮点击,P70,b50cb96c868ceb4589e6880af6f5f2b2,1647503135150,1647503135000,4070880000000,4070880000000,0,1647503162000,1647503145862,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""473.000""}]"
8.10,iOS,iPhone,iPhone 11,13.6.1,iPhone,iPhone (5),CH5005,P02w,按钮点击,P70,4fad73f72bc0cdf6ee93843d675965cc,1647497836807,1647506996000,4070880000000,4070880000000,0,1647507006000,1647507000412,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 6s Plus,15.3.1,iPhone,蘭,CH5005,P01441,按钮点击,P80,661218672b4e6935a89420dfacb78abe,1647473666737,1647473669000,4070880000000,4070880000000,0,1647473742000,1647446614730,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""928.000""}]"
7.18,iOS,iPhone,iPhone 6 Plus,12.5.5,iPhone,iPhone,CH5005,P01441,按钮点击,P80,4950bbb97e10a904cdc1ad193a4739fa,1647529959734,1647531006000,4070880000000,4070880000000,0,1647531439000,1647531423196,mockUrl/eScore.html#/index,
8.102,iOS,iPhone,iPhone 12 Pro Max,14.8.1,iPhone,国家机密,CH5005,P6097,按钮点击,P6306,edf8c040b25d11edfaf5c037a52cfe4d,1647515062482,1647515063000,4070880000000,4070880000000,0,1647515072000,1647397689574,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""126.000""}]"
8.10,iOS,iPhone,iPhone 7,11.3,iPhone,iPhone (9),CH5005,P6097,按钮点击,P6306,fd0c3556844b8ec8b06dbdc1d6fd0860,1647510119406,1647510120000,4070880000000,4070880000000,0,1647510127000,1647478433271,mockUrl/eScore.html#/index,
8.10,iOS,iPhone,iPhone 8 Plus,14.4,iPhone,iPhone,CH5005,P6097,按钮点击,P6306,e82a9ad316970de79ba419146a189212,1647431152498,1647473458000,4070880000000,4070880000000,0,1647473925000,1647473909953,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone XR,15.3.1,iPhone,庞艳英的 iPhone,CH5005,P01764,按钮点击,P6304,53c28f1a3acb913c7b6c0bb24c7eace6,1647441195147,1647478558000,4070880000000,4070880000000,0,1647478563000,1647392503427,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""334.000""}]"
8.10,iOS,iPhone,iPhone 11,14.2,iPhone,曹丽娜的iPhone,CH5005,P0070037001,按钮点击,P00C,f23f2a0e175069554128ff1b68660d85,1647461322632,1647461324000,4070880000000,4070880000000,0,1647461337000,1647421558524,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone X,14.3,iPhone,iPhone (8),CH5005,P00903,按钮点击,P6304,b1ec3e23f0615394a734c156e9c866ea,1647472718551,1647472719000,4070880000000,4070880000000,0,1647472738000,1647472732683,mockUrl/anniversary.html#/anniversary,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 12 Pro Max,14.8,iPhone,君君 (4),CH5005,P01764,按钮点击,P6304,b7934b7e74b23ae2034cdb79298cbeb1,1647422644532,1647469210000,4070880000000,4070880000000,0,1647469227000,1647400046326,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""467.000""}]"
8.102,iOS,iPhone,iPhone 8 Plus,14.6,iPhone,林秋香的 iPhone,CH5005,P01764,按钮点击,P6304,7411c8da2c9b7b1cf091ea5483b892aa,1647478428584,1647480092000,4070880000000,4070880000000,0,1647480320000,1647305402117,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""520.000""}]"
8.10,iOS,iPhone,iPhone 11,15.3.1,iPhone,杜玉荣的iPhone,CH5005,P01764,按钮点击,P6304,ac0c01ac32e321adde68b5bac921aeb5,1647498375343,1647500075000,4070880000000,4070880000000,0,1647500084000,1647414701945,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""697.000""}]"
8.10,iOS,iPhone,iPhone 12 Pro,14.4.2,iPhone,iPhone (9),CH5005,P01764,按钮点击,P6304,996bdabd683bfefded34774b4007bafd,1647469754916,1647469755000,4070880000000,4070880000000,0,1647469764000,1647469232759,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone XS Max China,15.3,iPhone,IG.life,CH5005,P01764,按钮点击,P6304,f7d1583d51b48c26d30305a4109b9f06,1647479767633,1647479769000,4070880000000,4070880000000,0,1647479810000,1647479788349,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""176.000""}]"
8.10,iOS,iPhone,iPhone 11,15.3.1,iPhone,Chunyuan的iPhone,CH5005,P00577,按钮点击,P606202,5cf540d9726ff641426b0fcc480623be,1647390852021,1647478210000,4070880000000,4070880000000,0,1647478263000,1647478220125,mockUrl/eScore.html#/index,"[{""FCP"":""255.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 6 Plus,12.5.5,iPhone,iPhone6P,CH5005,P01764,按钮点击,P6304,968f521366cb041be7bdd91140e9156b,1647513826731,1647513828000,4070880000000,4070880000000,0,1647514071000,1647514017889,mockUrl/eScore.html#/index,
8.08,Android,HUAWEI,VOG-AL00,Android 10,HUAWEI,HUAWEI P30 Pro,CH5005,P00903,按钮点击,P6304,d56266b04a8ac665fd184e1f3f267a1e,1647485191947,1647485192000,4070880000000,4070880000000,0,1647485212000,1647485208302,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""1136.400""},{""TTFB"":""1.600""},{""CLS"":""0.000""},{""LCP"":""1997.299""}]"
8.08,Android,HUAWEI,VOG-AL00,Android 10,HUAWEI,HUAWEI P30 Pro,CH5005,P01764,按钮点击,P6304,d56266b04a8ac665fd184e1f3f267a1e,1647485191947,1647485192000,4070880000000,4070880000000,0,1647485326000,1647485212307,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""159.400""},{""TTFB"":""10.500""},{""LCP"":""298.500""},{""FID"":""163.800""},{""CLS"":""0.002""}]"
8.08,Android,HUAWEI,SPN-AL00,Android 10,HUAWEI,nova 5i Pro,CH5005,P01764,按钮点击,P6304,3818ee5fb9c8504280f1d93d39e06712,1647477016893,1647479253000,4070880000000,4070880000000,0,1647479289000,1647414929177,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""249.500""},{""TTFB"":""1.600""},{""LCP"":""434.300""},{""FID"":""139.400""},{""CLS"":""0.000""}]"
8.09,iOS,iPhone,iPhone XR,15.3.1,iPhone,iPhone,CH5005,P01764,按钮点击,P6304,e60d90b34291a4a741d4446911210a5d,1647483802185,1647483803000,4070880000000,4070880000000,0,1647483811000,1647442255396,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""376.000""}]"
8.10,iOS,iPhone,iPhone 7 Plus,14.2,iPhone,iPhone (4),CH5005,P01764,按钮点击,P6304,5bd2824c21f77774c52d0f3494e683a0,1647501330203,1647501331000,4070880000000,4070880000000,0,1647501385000,1647501372934,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.08,Android,HONOR,HRY-AL00T,Android 10,HONOR,HONOR 20i,CH5005,P6026,按钮点击,P00C,9dd462a43a716db18ab1945a6c91038e,1647481710304,1647490324000,4070880000000,4070880000000,0,1647490347000,1647430270874,mockUrl/eScore.html#/index,"[{""FCP"":""542.200""},{""TTFB"":""3.600""},{""LCP"":""1075.600""},{""FID"":""71.900""},{""CLS"":""0.019""}]"
8.10,iOS,iPhone,iPhone 12,14.2.1,iPhone,iPhone,CH5005,P01764,按钮点击,P6304,cfdb74064a25b1acf8feab5e3c35a4e1,1647473671568,1647513648000,4070880000000,4070880000000,0,1647513651000,1647393399126,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
7.171,iOS,iPhone,iPhone 12,15.3.1,iPhone,iPhone,CH5005,P00172,按钮点击,P6304,15c7a3ecd6d75958237288ac76645fce,1647476698374,1647476904000,4070880000000,4070880000000,0,1647476955000,1647476942918,mockUrl/eScore.html#/index,"[{""FCP"":""138.000""},{""TTFB"":""0.000""}]"
7.17,Android,HUAWEI,JEF-AN00,Android 10,HUAWEI,nova 7 5G,CH5005,P00172,按钮点击,P6304,5df311d17e3eac9d4a23f60ef55733ac,1647519293744,1647519294000,4070880000000,4070880000000,0,1647519300000,1647401653771,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""264.700""},{""TTFB"":""23.100""},{""LCP"":""476.199""},{""FID"":""95.000""},{""CLS"":""0.002""}]"
8.10,iOS,iPhone,iPhone 11 Pro Max,14.3,iPhone,蒋世涛的11ProMax,CH5005,P0070037001,按钮点击,P00C,807e66c4420262a502e296949ccb86f9,1647479565675,1647481142000,4070880000000,4070880000000,0,1647481188000,1647480193875,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 7 Plus,15.4,iPhone,iPhone (9),CH5005,P01764,按钮点击,P6304,a9974ed5a02946f5c7974960eb4d1360,1647467516395,1647467519000,4070880000000,4070880000000,0,1647467772000,1647467551633,mockUrl/eScore.html#/index,"[{""FCP"":""341.000""},{""TTFB"":""0.000""}]"
8.10,iOS,iPhone,iPhone 13,15.3.1,iPhone,iPhone (3),CH5005,P00577,按钮点击,P606202,17c4de5f13704b56ad5f574802cc08a1,1647422696812,1647462997000,4070880000000,4070880000000,0,1647463017000,1647463011256,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""359.000""}]"
7.18,Android,OPPO,PCRM00,Android 10,OPPO,OPPO Reno3 Pro 5G,CH5005,P0070037001,按钮点击,P00C,9be698fe2144713abc6046d39de1dc20,1647508550996,1647508552000,4070880000000,4070880000000,0,1647508606000,1647508581806,mockUrl/eScore.html#/index,"[{""FCP"":""233.500""},{""TTFB"":""1.900""},{""LCP"":""658.100""},{""FID"":""74.800""},{""CLS"":""0.007""}]"
8.10,iOS,iPhone,iPhone 12,14.5.1,iPhone,王敏的iPhone,CH5005,P01764,按钮点击,P6304,bab25dc14065b9f0d7c0b6e4f3236a32,1647524526418,1647524527000,4070880000000,4070880000000,0,1647524554000,1647227042023,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""589.000""}]"
8.08,Android,vivo,V1838A,Android 10,vivo,vivo X27 8G+128G版,CH5005,P00903,按钮点击,P6304,0eeceffaf6591263c6abc32d863a3e3b,1647478082928,1647478713000,4070880000000,4070880000000,0,1647478738000,1647478572701,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""546.400""},{""TTFB"":""2.400""},{""LCP"":""918.200""},{""FID"":""125.400""},{""CLS"":""0.002""}]"
8.08,Android,xiaomi,MI PLAY,Android 8.1.0,xiaomi,小米手机,CH5005,P01764,按钮点击,P6304,1ef25c120e95a07e4fb89cc0cbff2ee5,1647501734341,1647501738000,4070880000000,4070880000000,0,1647501962000,1647501834076,mockUrl/eScore.html#/index,"[{""TTFB"":""4.300""}]"
7.174,Android,OPPO,PDPM00,Android 11,OPPO,OPPO Reno4 5G,CH5005,P00C001,按钮点击,P00C,b465a35fd6196122e4c8ee0b74dfca1c,1647511468257,1647511469000,4070880000000,4070880000000,0,1647511823000,1647511771025,mockUrl/eScore.html#/index,"[{""FCP"":""780.500""},{""TTFB"":""2.300""},{""CLS"":""0.012""},{""LCP"":""1538.000""}]"
8.08,Android,HUAWEI,TAS-AN00,Android 10,HUAWEI,HUAWEI Mate 30 5G,CH5005,P00903,按钮点击,P6304,dcf8eb112d57f694733844cee66aa76e,1647476738035,1647476738000,4070880000000,4070880000000,0,1647476847000,1647476842949,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""808.800""},{""TTFB"":""1.500""},{""CLS"":""0.000""},{""LCP"":""1540.800""}]"
8.08,Android,HUAWEI,TAS-AN00,Android 10,HUAWEI,HUAWEI Mate 30 5G,CH5005,P01764,按钮点击,P6304,dcf8eb112d57f694733844cee66aa76e,1647476738035,1647476738000,4070880000000,4070880000000,0,1647477024000,1647476846828,mockUrl/anniversary.html#/anniversary,"[{""FCP"":""141.900""},{""TTFB"":""7.800""},{""LCP"":""364.300""},{""FID"":""99.800""},{""CLS"":""0.002""}]"
8.10,iOS,iPhone,iPhone XR,15.3.1,iPhone,“Administrator”的 iPhone (2),CH5005,P01764,按钮点击,P6304,f043b3c83189938c198b60d8ac57be5f,1647524962300,1647524964000,4070880000000,4070880000000,0,1647524980000,1647514195153,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""576.000""}]"
8.10,iOS,iPhone,iPhone 11,15.3.1,iPhone,iPhone 11,CH5005,P01764,按钮点击,P6304,0b99150c6220b93d16c938a59307a29e,1647485838599,1647485840000,4070880000000,4070880000000,0,1647485842000,1647485092348,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""820.000""}]"
8.10,iOS,iPhone,iPhone 6s Plus,11.3.1,iPhone,iPhone (2),CH5005,P01764,按钮点击,P6304,393ca5c16bccec94c3d1d105a63dfb09,1647480374325,1647480376000,4070880000000,4070880000000,0,1647480521000,1647480500942,mockUrl/eScore.html#/index,
7.18,Android,OPPO,PCRM00,Android 10,OPPO,OPPO Reno3 Pro 5G,CH5005,P02w,按钮点击,P70,9be698fe2144713abc6046d39de1dc20,1647508550996,1647508552000,4070880000000,4070880000000,0,1647508576000,1647508571980,mockUrl/eScore.html#/index,"[{""FCP"":""915.900""},{""TTFB"":""2.300""},{""CLS"":""0.000""},{""LCP"":""1530.300""}]"
7.18,Android,OPPO,PCRM00,Android 10,OPPO,OPPO Reno3 Pro 5G,CH5005,P02w,按钮点击,P70,9be698fe2144713abc6046d39de1dc20,1647508550996,1647508552000,4070880000000,4070880000000,0,1647508582000,1647508576091,mockUrl/eScore.html#/index,"[{""FCP"":""260.600""},{""TTFB"":""11.600""},{""LCP"":""810.600""},{""FID"":""62.600""},{""CLS"":""0.008""}]"
8.08,Android,Xiaomi,MI 8,Android 10,Xiaomi,小米手机,CH5005,P02w,按钮点击,P70,7e694d783db4e55714b47e6f7c3b5aa4,1647486074209,1647486075000,4070880000000,4070880000000,0,1647486087000,1647486084557,mockUrl/eScore.html#/index,"[{""FCP"":""252.800""},{""TTFB"":""1.800""},{""CLS"":""0.000""},{""LCP"":""418.300""}]"
7.17,Android,OPPO,PCAM10,Android 11,OPPO,OPPO A9,CH5005,P6097,按钮点击,P6306,53c5ae38bdf541b013cbc18816975876,1647510476357,1647510477000,4070880000000,4070880000000,0,1647510498000,1647420340692,mockUrl/eScore.html#/index,"[{""FCP"":""342.700""},{""TTFB"":""1.800""}]"
7.18,Android,HUAWEI,NOH-AN00,Android 10,HUAWEI,Metro,CH5005,P02w,按钮点击,P70,c185a1d04bc8b88b10ec75f40f8c0b89,1647527275971,1647527276000,4070880000000,4070880000000,0,1647527464000,1647527358695,mockUrl/eScore.html#/index,"[{""FCP"":""461.800""},{""TTFB"":""1.700""},{""LCP"":""974.199""},{""CLS"":""0.025""}]"
8.10,iOS,iPhone,iPhone 12,15.3.1,iPhone,iPhone,CH5005,P02w,按钮点击,P70,52c87ad29697425badd22c4e7177f33d,1647481737587,1647482110000,4070880000000,4070880000000,0,1647482158000,1647482153718,mockUrl/eScore.html#/index,"[{""TTFB"":""0.000""},{""FCP"":""528.000""}]"
7.17,Android,OPPO,PCAM00,Android 11,OPPO,OPPO Reno,CH5005,P02w,按钮点击,P70,2d2a359adfc36f23c2eb74ef10cfc875,1647507341802,1647508080000,4070880000000,4070880000000,0,1647508110000,1647508105819,mockUrl/eScore.html#/index,"[{""FCP"":""826.200""},{""TTFB"":""2.600""},{""CLS"":""0.000""},{""LCP"":""1248.900""}]"
